time,dt,u,v,depth_center,cam_x,cam_y,cam_z,map_x,map_y,map_z
1773370798.7415776,0.003772258758544922,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370798.7980485,0.07042670249938965,190,515,1185.0,-0.33973237041988485,0.33449249171457446,1.185,nan,nan,nan
1773370798.8570662,0.07040929794311523,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370798.9189386,0.03706812858581543,190,515,1185.0,-0.33973237041988485,0.33449249171457446,1.185,nan,nan,nan
1773370798.9751823,0.07038187980651855,190,515,1185.0,-0.33973237041988485,0.33449249171457446,1.185,nan,nan,nan
1773370799.0307775,0.037039756774902344,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.085663,0.07035279273986816,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.1458418,0.03700757026672363,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.2055345,0.036994218826293945,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.220362,0.07031679153442383,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.2356367,0.07030010223388672,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.319427,0.07028460502624512,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.3653295,0.07027006149291992,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.4540093,0.07025814056396484,189,515,1185.0,-0.3418114950026151,0.33449249171457446,1.185,nan,nan,nan
1773370799.535012,0.07024383544921875,190,515,1185.0,-0.33973237041988485,0.33449249171457446,1.185,nan,nan,nan
1773370799.710308,0.07022953033447266,175,515,1185.0,-0.3709192391608386,0.33449249171457446,1.185,nan,nan,nan
1773370799.7586257,0.07021427154541016,135,516,1185.0,-0.4540842224700484,0.3365716162973047,1.185,nan,nan,nan
1773370799.8509815,0.03687429428100586,96,517,1162.0,-0.5247828137977769,0.332077772913587,1.162,nan,nan,nan
1773370799.9499338,0.07018756866455078,79,518,1162.0,-0.5594419083186658,0.3341165431795216,1.162,nan,nan,nan
1773370800.1264217,0.03684091567993164,60,520,1162.0,-0.5981785433714238,0.33819408371139087,1.162,nan,nan,nan
1773370800.234588,0.07015037536621094,39,522,1162.0,-0.6409927189560513,0.3422716242432602,1.162,nan,nan,nan
1773370800.25767,0.07014632225036621,20,528,1162.0,-0.6797293540088095,0.354504245838868,1.162,nan,nan,nan
1773370814.3896134,0.06815600395202637,15,528,1374.0,-0.8157955973623712,0.41918144043253414,1.374,nan,nan,nan
1773370814.4992006,0.06813406944274902,32,523,1162.0,-0.6552641108175938,0.3443103945091948,1.162,nan,nan,nan
1773370814.639207,0.034790754318237305,31,524,1162.0,-0.6573028810835285,0.3463491647751294,1.162,nan,nan,nan
1773370814.7316587,0.06810998916625977,31,524,1162.0,-0.6573028810835285,0.3463491647751294,1.162,nan,nan,nan
1773370814.8276706,0.0680994987487793,31,524,1162.0,-0.6573028810835285,0.3463491647751294,1.162,nan,nan,nan
1773370814.9296236,0.0680844783782959,31,524,1162.0,-0.6573028810835285,0.3463491647751294,1.162,nan,nan,nan
1773370815.014479,0.06806707382202148,31,524,1140.0,-0.6448582482230829,0.3397917795556347,1.14,nan,nan,nan
1773370815.1466925,0.034723520278930664,31,524,1162.0,-0.6573028810835285,0.3463491647751294,1.162,nan,nan,nan
1773370815.237621,0.06804418563842773,31,524,1162.0,-0.6573028810835285,0.3463491647751294,1.162,nan,nan,nan
1773370815.312052,0.06802558898925781,16,530,1162.0,-0.687884435072548,0.3585817863707373,1.162,nan,nan,nan
1773370818.1780052,0.06761980056762695,71,521,1439.0,-0.7130010579793457,0.4213382761388739,1.439,nan,nan,nan
1773370818.3147686,0.034273624420166016,156,516,1162.0,-0.4024565978416985,0.3300390026476523,1.162,nan,nan,nan
1773370818.4193947,0.0675969123840332,253,512,1185.0,-0.20874752170787927,0.3282551179663837,1.185,nan,nan,nan
1773370818.5149314,0.06757760047912598,349,512,1209.0,-0.00933690985217096,0.33490332288722185,1.209,nan,nan,nan
1773370818.6736894,0.0009007453918457031,432,512,1209.0,0.16672546525604182,0.33490332288722185,1.209,nan,nan,nan
1773370818.7222822,0.06755471229553223,433,513,1209.0,0.16884669869108054,0.3370245563222605,1.209,nan,nan,nan
1773370818.8681471,0.06753802299499512,431,513,1209.0,0.16460423182100312,0.3370245563222605,1.209,nan,nan,nan
1773370819.0186586,0.03419017791748047,432,512,1209.0,0.16672546525604182,0.33490332288722185,1.209,nan,nan,nan
1773370819.115545,0.06756711006164551,431,512,1209.0,0.16460423182100312,0.33490332288722185,1.209,nan,nan,nan
1773370819.2164657,0.06749701499938965,407,512,1209.0,0.11369462938007413,0.33490332288722185,1.209,nan,nan,nan
1773370819.3103294,0.06748151779174805,328,511,1209.0,-0.05388281198798383,0.3327820894521831,1.209,nan,nan,nan
1773370819.340005,0.06746816635131836,291,512,1209.0,-0.13236844908441603,0.33490332288722185,1.209,nan,nan,nan
1773370819.6933942,0.06742572784423828,292,513,1209.0,-0.13024721564937733,0.3370245563222605,1.209,nan,nan,nan
1773370820.0161672,0.06736946105957031,396,510,1209.0,0.09036106159464832,0.33066085601714446,1.209,nan,nan,nan
1773370820.1804407,0.06735444068908691,420,510,1209.0,0.14127066403557734,0.33066085601714446,1.209,nan,nan,nan
1773370820.2853403,0.06734228134155273,447,511,1185.0,0.19460264734178875,0.32617599338365344,1.185,nan,nan,nan
1773370820.3942559,0.03399968147277832,431,510,1209.0,0.16460423182100312,0.33066085601714446,1.209,nan,nan,nan
1773370820.7241545,0.0006244182586669922,406,511,1209.0,0.11157339594503542,0.3327820894521831,1.209,nan,nan,nan
1773370820.7755415,0.06727409362792969,385,511,1209.0,0.06702749380922254,0.3327820894521831,1.209,nan,nan,nan
1773370820.9199798,0.0672614574432373,388,510,1209.0,0.07339119411433867,0.33066085601714446,1.209,nan,nan,nan
1773370821.115196,0.0005686283111572266,413,511,1209.0,0.12642202999030636,0.3327820894521831,1.209,nan,nan,nan
1773370821.2623878,0.06720137596130371,466,512,1185.0,0.23410601441366344,0.3282551179663837,1.185,nan,nan,nan
1773370821.4191573,0.033858299255371094,492,512,1185.0,0.2881632535646499,0.3282551179663837,1.185,nan,nan,nan
1773370821.5058148,0.033840179443359375,514,512,1185.0,0.33390399438471535,0.3282551179663837,1.185,nan,nan,nan
1773370821.6061025,0.0004982948303222656,516,512,1185.0,0.33806224355017583,0.3282551179663837,1.185,nan,nan,nan
1773370821.8088183,0.06713342666625977,538,514,1162.0,0.3763536437453336,0.3259614621157831,1.162,nan,nan,nan
1773370821.8718817,0.06711935997009277,569,514,1162.0,0.4395555219893074,0.3259614621157831,1.162,nan,nan,nan
1773370821.9559567,0.06710457801818848,588,514,1162.0,0.47829215704206557,0.3259614621157831,1.162,nan,nan,nan
1773370822.1595924,0.06707477569580078,598,515,1162.0,0.49867985970141193,0.32800023238171766,1.162,nan,nan,nan
1773370822.2546916,0.0670633316040039,602,515,1162.0,0.5068349407651505,0.32800023238171766,1.162,nan,nan,nan
1773370822.3107474,0.067047119140625,618,517,1140.0,0.5292418262675727,0.32579058616307155,1.14,nan,nan,nan
1773370822.4719324,0.06703305244445801,636,517,1162.0,0.5761531298069282,0.332077772913587,1.162,nan,nan,nan
1773370822.5438106,0.0670158863067627,654,523,1162.0,0.6128509945937518,0.3443103945091948,1.162,nan,nan,nan
1773370822.6810553,0.03367280960083008,653,523,1162.0,0.610812224327817,0.3443103945091948,1.162,nan,nan,nan
1773370822.7682087,0.06698918342590332,652,522,1162.0,0.6087734540618824,0.3422716242432602,1.162,nan,nan,nan
1773370822.9425776,0.06696414947509766,32,159,4649.0,-2.621620353864883,-1.5915502716617242,4.649,nan,nan,nan
1773370822.9681613,0.06695008277893066,70,159,4649.0,-2.311660601093329,-1.5915502716617242,4.649,nan,nan,nan
1773370823.1138527,0.06693530082702637,76,158,4649.0,-2.2627195874978208,-1.5997071072609756,4.649,nan,nan,nan
1773370823.1408386,0.06692218780517578,22,156,4317.0,-2.5101453345782714,-1.5006155518626734,4.317,nan,nan,nan
1773370823.276791,0.06690669059753418,80,159,4317.0,-2.0708342056571776,-1.4778925624357202,4.317,nan,nan,nan
1773370823.378325,0.06688928604125977,145,160,4029.0,-1.4731961205853363,-1.3722288995258556,4.029,nan,nan,nan
1773370823.506022,0.03354692459106445,18,137,4317.0,-2.5404426538142086,-1.6445278182333765,4.317,nan,nan,nan
1773370823.5905497,0.06686711311340332,289,159,4317.0,-0.4877992755794444,-1.4778925624357202,4.317,nan,nan,nan
1773370823.627308,0.06685090065002441,37,128,3777.0,-2.096755912294214,-1.4984609132879936,3.777,nan,nan,nan
1773370823.7281053,0.06683492660522461,65,125,3357.0,-1.6986786671120115,-1.3495029390397433,3.357,nan,nan,nan
1773370823.8440037,0.06682562828063965,53,123,3357.0,-1.7693583757117628,-1.361282890473035,3.357,nan,nan,nan
1773370823.8820105,0.06680822372436523,306,157,4649.0,-0.3866473996699965,-1.607863942860227,4.649,nan,nan,nan
1773370824.0122302,0.06679224967956543,229,159,6043.0,-1.3189880760871289,-2.0687757134118736,6.043,nan,nan,nan
1773370824.1320145,0.00011587142944335938,156,159,4317.0,-1.4951851401743657,-1.4778925624357202,4.317,nan,nan,nan
1773370824.1692748,0.06676793098449707,106,157,4029.0,-1.7488880402553673,-1.3934359702697041,4.029,nan,nan,nan
1773370824.2913365,0.06675028800964355,199,160,4317.0,-1.1694889583880377,-1.4703182326267359,4.317,nan,nan,nan
1773370824.4202957,0.0667417049407959,108,158,4317.0,-1.8587529710056152,-1.4854668922447047,4.317,nan,nan,nan
1773370824.4932415,0.06672215461730957,32,155,4317.0,-2.4344020364884273,-1.508189881671658,4.317,nan,nan,nan
1773370824.7712996,0.03336381912231445,652,524,1162.0,0.6087734540618824,0.3463491647751294,1.162,nan,nan,nan
1773370824.8626883,0.06669187545776367,646,519,1162.0,0.5965408324662747,0.33615531344545624,1.162,nan,nan,nan
1773370824.9287052,0.06666970252990723,627,519,1162.0,0.5578041974135165,0.33615531344545624,1.162,nan,nan,nan
1773370825.0359128,0.09998703002929688,592,517,1162.0,0.48644723810580415,0.332077772913587,1.162,nan,nan,nan
1773370825.1939487,0.09996747970581055,541,515,1185.0,0.390040358118432,0.33449249171457446,1.185,nan,nan,nan
1773370825.5789194,0.09992527961730957,358,511,1209.0,0.009754191063177415,0.3327820894521831,1.209,nan,nan,nan
1773370826.053767,0.06652522087097168,569,516,1162.0,0.4395555219893074,0.3300390026476523,1.162,nan,nan,nan
1773370826.2249055,0.09990549087524414,610,517,1162.0,0.5231451028926276,0.332077772913587,1.162,nan,nan,nan
1773370826.2767112,0.09982967376708984,610,517,1162.0,0.5231451028926276,0.332077772913587,1.162,nan,nan,nan
1773370826.408713,0.09981226921081543,610,517,1162.0,0.5231451028926276,0.332077772913587,1.162,nan,nan,nan
1773370826.5075355,0.06646060943603516,610,517,1162.0,0.5231451028926276,0.332077772913587,1.162,nan,nan,nan
1773370826.6042533,0.09978508949279785,610,517,1162.0,0.5231451028926276,0.332077772913587,1.162,nan,nan,nan
1773370826.7550826,0.06642961502075195,610,517,1162.0,0.5231451028926276,0.332077772913587,1.162,nan,nan,nan
1773370826.8370726,0.06641340255737305,610,517,1162.0,0.5231451028926276,0.332077772913587,1.162,nan,nan,nan
1773370826.9366808,0.09973978996276855,610,518,1162.0,0.5231451028926276,0.3341165431795216,1.162,nan,nan,nan
1773370827.1077464,0.0997152328491211,643,516,1140.0,0.5792460883838697,0.32379041567841965,1.14,nan,nan,nan
1773370827.3783555,0.09967303276062012,92,154,7554.0,-3.464554955063587,-2.652324033709699,7.554,nan,nan,nan
1773370827.4914157,0.06631684303283691,15,152,4317.0,-2.563165643241162,-1.5309128710986109,4.317,nan,nan,nan
1773370827.5914218,0.06630229949951172,59,157,5036.0,-2.6012860511856606,-1.7417084999449564,5.036,nan,nan,nan
1773370827.6562164,0.09963154792785645,128,158,4317.0,-1.707266374825928,-1.4854668922447047,4.317,nan,nan,nan
1773370827.7427886,0.09961128234863281,190,159,4317.0,-1.2376579266688972,-1.4778925624357202,4.317,nan,nan,nan
1773370827.8166504,0.06626272201538086,249,158,4649.0,-0.8515870288273268,-1.5997071072609756,4.649,nan,nan,nan
1773370827.8927329,0.09958982467651367,262,159,4317.0,-0.6923061804220223,-1.4778925624357202,4.317,nan,nan,nan
1773370828.0054674,0.03289985656738281,313,156,5036.0,-0.35698247713342474,-1.7505443407876817,5.036,nan,nan,nan
1773370828.1649575,0.09956169128417969,342,160,4649.0,-0.0930013180969458,-1.5833934360624728,4.649,nan,nan,nan
1773370828.178921,0.0995476245880127,338,159,4317.0,-0.11665711493921022,-1.4778925624357202,4.317,nan,nan,nan
1773370828.3101268,0.0995335578918457,62,139,3555.0,-1.8175809510280696,-1.3417750541759959,3.555,nan,nan,nan
1773370828.3803775,0.0995168685913086,177,159,4029.0,-1.2469873659842854,-1.3792979231071385,4.029,nan,nan,nan
1773370828.4889936,0.0661613941192627,123,159,4029.0,-1.6287146393735588,-1.3792979231071385,4.029,nan,nan,nan
1773370828.5593688,0.09949040412902832,91,158,4029.0,-1.8549233939746097,-1.3863669466884214,4.029,nan,nan,nan
1773370828.6831663,0.06613659858703613,67,157,4317.0,-2.1693004931739743,-1.493041222053689,4.317,nan,nan,nan
1773370828.7544966,0.09946393966674805,36,156,4029.0,-2.243719690945166,-1.400504993850987,4.029,nan,nan,nan
1773370828.869133,0.09944939613342285,156,163,4029.0,-1.3954368611912251,-1.351021828782007,4.029,nan,nan,nan
1773370828.9728093,0.09943318367004395,12,154,4317.0,-2.585888632668115,-1.5157642114806422,4.317,nan,nan,nan
1773370829.0778024,0.06607747077941895,15,153,4317.0,-2.563165643241162,-1.5233385412896265,4.317,nan,nan,nan
1773370829.2719338,0.09939455986022949,29,158,4317.0,-2.4571250259153805,-1.4854668922447047,4.317,nan,nan,nan
1773370829.6398952,0.0660090446472168,599,516,1185.0,0.5106295839167864,0.3365716162973047,1.185,nan,nan,nan
1773370829.7298174,0.09933638572692871,536,513,1185.0,0.3796447352047808,0.330334242549114,1.185,nan,nan,nan
1773370829.8823023,0.09932231903076172,486,511,1209.0,0.2812720707481321,0.3327820894521831,1.209,nan,nan,nan
1773370829.9660256,0.09931015968322754,400,512,1233.0,0.1008081987161392,0.34155152780806003,1.233,nan,nan,nan
1773370830.4972231,0.06590914726257324,406,382,2747.0,0.2535087830115899,0.13438027790283316,2.747,nan,nan,nan
1773370830.7036464,0.09922552108764648,293,512,1209.0,-0.1281259822143386,0.33490332288722185,1.209,nan,nan,nan
1773370830.8964384,0.0991964340209961,367,512,1209.0,0.028845291978525794,0.33490332288722185,1.209,nan,nan,nan
1773370831.01316,0.0991814136505127,392,511,1185.0,0.08025079529162513,0.32617599338365344,1.185,nan,nan,nan
1773370831.08533,0.09916496276855469,417,511,1209.0,0.13490696373046118,0.3327820894521831,1.209,nan,nan,nan
1773370831.1797287,0.09915542602539062,418,511,1209.0,0.1370281971654999,0.3327820894521831,1.209,nan,nan,nan
1773370831.2827597,0.09914231300354004,419,511,1209.0,0.1391494306005386,0.3327820894521831,1.209,nan,nan,nan
1773370831.3761587,0.09912586212158203,418,512,1209.0,0.1370281971654999,0.33490332288722185,1.209,nan,nan,nan
1773370831.4867976,0.09910941123962402,419,511,1209.0,0.1391494306005386,0.3327820894521831,1.209,nan,nan,nan
1773370831.5879354,0.06575679779052734,434,511,1209.0,0.17096793212611924,0.3327820894521831,1.209,nan,nan,nan
1773370831.683264,0.09908270835876465,435,512,1209.0,0.17308916556115797,0.33490332288722185,1.209,nan,nan,nan
1773370831.7779248,0.09907102584838867,423,512,1209.0,0.14763436434069346,0.33490332288722185,1.209,nan,nan,nan
1773370831.9281962,0.09904026985168457,425,511,1209.0,0.1518768312107709,0.3327820894521831,1.209,nan,nan,nan
1773370832.1125805,0.09902834892272949,450,510,1185.0,0.2008400210899795,0.3240968688009232,1.185,nan,nan,nan
1773370832.1899664,0.0990147590637207,475,512,1185.0,0.2528181356582357,0.3282551179663837,1.185,nan,nan,nan
1773370832.2273955,0.09900164604187012,501,511,1185.0,0.3068753748092221,0.32617599338365344,1.185,nan,nan,nan
1773370832.3703878,0.09898066520690918,527,512,1162.0,0.35392717082005254,0.32188392158391377,1.162,nan,nan,nan
1773370832.4666078,0.09897255897521973,555,513,1162.0,0.4110127382662225,0.3239226918498484,1.162,nan,nan,nan
1773370832.5527298,0.09895896911621094,580,514,1162.0,0.46198199491458847,0.3259614621157831,1.162,nan,nan,nan
1773370832.644031,0.09894466400146484,605,515,1140.0,0.5032396099670982,0.3217902451937678,1.14,nan,nan,nan
1773370832.7282789,0.09893083572387695,618,516,1162.0,0.5394552650201048,0.3300390026476523,1.162,nan,nan,nan
1773370832.7824073,0.09891653060913086,626,514,1162.0,0.5557654271475818,0.3259614621157831,1.162,nan,nan,nan
1773370832.99454,0.09888625144958496,648,518,1185.0,0.6125066884705685,0.3407298654627652,1.185,nan,nan,nan
1773370833.244966,0.09884500503540039,27,158,6715.0,-3.845568171961186,-2.3106115778140355,6.715,nan,nan,nan
1773370833.4137037,0.09881806373596191,130,161,7554.0,-2.9609120270282427,-2.559547704861083,7.554,nan,nan,nan
1773370833.5425107,0.09879732131958008,43,157,4317.0,-2.351084408589599,-1.493041222053689,4.317,nan,nan,nan
1773370833.6127396,0.09878253936767578,114,160,4317.0,-1.8133069921517089,-1.4703182326267359,4.317,nan,nan,nan
1773370833.734023,0.06546831130981445,307,164,7554.0,-0.6149962832846653,-2.5197864210688192,7.554,nan,nan,nan
1773370833.8106499,0.09875822067260742,298,161,4649.0,-0.4519020844640078,-1.5752366004632214,4.649,nan,nan,nan
1773370833.88821,0.09874725341796875,316,163,4649.0,-0.30507904367748245,-1.5589229292647186,4.649,nan,nan,nan
1773370833.9548385,0.09873270988464355,307,163,4649.0,-0.3784905640707451,-1.5589229292647186,4.649,nan,nan,nan
1773370834.0816011,0.09871912002563477,165,161,4317.0,-1.4270161718935062,-1.4627439028177516,4.317,nan,nan,nan
1773370834.1580918,0.09870576858520508,299,162,4649.0,-0.4437452488647564,-1.56707976486397,4.649,nan,nan,nan
1773370834.27735,0.06534743309020996,109,160,3777.0,-1.6196205067870455,-1.2864007330625855,3.777,nan,nan,nan
1773370834.34718,0.0986781120300293,37,157,6043.0,-3.3546984320873534,-2.089981029620209,6.043,nan,nan,nan
1773370834.548056,0.09865045547485352,102,159,4317.0,-1.9041989498595215,-1.4778925624357202,4.317,nan,nan,nan
1773370834.7394364,0.06527972221374512,55,157,4317.0,-2.260192450881787,-1.493041222053689,4.317,nan,nan,nan
1773370834.840074,0.09860801696777344,21,156,4317.0,-2.517719664387256,-1.5006155518626734,4.317,nan,nan,nan
1773370835.1110404,0.09858012199401855,653,521,1185.0,0.6229023113842197,0.3469672392109559,1.185,nan,nan,nan
1773370835.226175,0.09856319427490234,615,517,1185.0,0.5438955772404703,0.33865074088003494,1.185,nan,nan,nan
1773370835.3111334,0.09855079650878906,569,514,1185.0,0.4482558464348789,0.3324133671318442,1.185,nan,nan,nan
1773370835.4553201,0.09853696823120117,559,513,1185.0,0.42746460060757646,0.330334242549114,1.185,nan,nan,nan
1773370835.5409234,0.09852194786071777,510,510,1209.0,0.33218167318906106,0.33066085601714446,1.209,nan,nan,nan
1773370836.0103736,0.0651240348815918,325,512,1209.0,-0.06024651229309996,0.33490332288722185,1.209,nan,nan,nan
1773370836.2245595,0.09844017028808594,446,510,1185.0,0.1925235227590585,0.3240968688009232,1.185,nan,nan,nan
1773370836.4714835,0.031743764877319336,537,512,1162.0,0.37431487347939896,0.32188392158391377,1.162,nan,nan,nan
1773370836.513036,0.09839415550231934,575,513,1162.0,0.45178814358491526,0.3239226918498484,1.162,nan,nan,nan
1773370836.6588638,0.09838438034057617,591,514,1162.0,0.48440846783986946,0.3259614621157831,1.162,nan,nan,nan
1773370836.7415838,0.09836888313293457,585,514,1162.0,0.4721758462442617,0.3259614621157831,1.162,nan,nan,nan
1773370836.9257343,0.0650033950805664,584,513,1162.0,0.47013707597832693,0.3239226918498484,1.162,nan,nan,nan
1773370836.9532576,0.09832620620727539,559,513,1185.0,0.42746460060757646,0.330334242549114,1.185,nan,nan,nan
1773370837.0997064,0.0983130931854248,564,514,1162.0,0.4293616706596342,0.3259614621157831,1.162,nan,nan,nan
1773370837.195827,0.06496071815490723,589,514,1162.0,0.48033092730800014,0.3259614621157831,1.162,nan,nan,nan
1773370837.2360961,0.09828495979309082,602,514,1162.0,0.5068349407651505,0.3259614621157831,1.162,nan,nan,nan
1773370837.3852913,0.09827136993408203,609,516,1162.0,0.5211063326266929,0.3300390026476523,1.162,nan,nan,nan
1773370837.6793072,0.09823083877563477,20,156,7554.0,-4.418825766077924,-2.6258165111815233,7.554,nan,nan,nan
1773370837.777941,0.09821510314941406,43,157,4649.0,-2.531895162273117,-1.607863942860227,4.649,nan,nan,nan
1773370837.906567,0.06485819816589355,96,159,4649.0,-2.0995828755127923,-1.5915502716617242,4.649,nan,nan,nan
1773370837.9764593,0.06484413146972656,19,155,4317.0,-2.532868324005224,-1.508189881671658,4.317,nan,nan,nan
1773370838.060634,0.09817075729370117,60,158,4029.0,-2.074063124994378,-1.3863669466884214,4.029,nan,nan,nan
1773370838.1491923,0.09815645217895508,122,160,4029.0,-1.6357836629548417,-1.3722288995258556,4.029,nan,nan,nan
1773370838.2150831,0.09814620018005371,188,161,4317.0,-1.2528065862868658,-1.4627439028177516,4.317,nan,nan,nan
1773370838.2825751,0.09813165664672852,24,140,4317.0,-2.4949966749603028,-1.6218048288064233,4.317,nan,nan,nan
1773370838.409733,0.0647728443145752,338,160,4649.0,-0.12562866049395144,-1.5833934360624728,4.649,nan,nan,nan
1773370838.4850109,0.09810066223144531,194,162,4317.0,-1.2073606074329595,-1.4551695730087673,4.317,nan,nan,nan
1773370838.5590076,0.09808540344238281,108,160,4029.0,-1.7347499930928014,-1.3722288995258556,4.029,nan,nan,nan
1773370838.6332293,0.06473255157470703,34,157,6043.0,-3.386506406399857,-2.089981029620209,6.043,nan,nan,nan
1773370838.8275728,0.09804701805114746,27,154,4317.0,-2.4722736855333496,-1.5157642114806422,4.317,nan,nan,nan
1773370839.07916,0.09801912307739258,648,520,1185.0,0.6125066884705685,0.34488811462822566,1.185,nan,nan,nan
1773370839.1732733,0.09800577163696289,604,514,1185.0,0.5210252068304376,0.3324133671318442,1.185,nan,nan,nan
1773370839.2983778,0.09798979759216309,578,514,1185.0,0.46696796767945115,0.3324133671318442,1.185,nan,nan,nan
1773370839.3509555,0.0979771614074707,528,512,1185.0,0.3630117385429388,0.3282551179663837,1.185,nan,nan,nan
1773370839.622007,0.09794855117797852,439,510,1209.0,0.1815740993013128,0.33066085601714446,1.209,nan,nan,nan
1773370839.9157984,0.06457781791687012,320,510,1209.0,-0.0708526794682935,0.33066085601714446,1.209,nan,nan,nan
1773370839.9997256,0.09790706634521484,350,511,1209.0,-0.007215676417132251,0.3327820894521831,1.209,nan,nan,nan
1773370840.093142,0.09789228439331055,424,511,1209.0,0.14975559777573216,0.3327820894521831,1.209,nan,nan,nan
1773370840.233204,0.06453537940979004,477,512,1185.0,0.25697638482369617,0.3282551179663837,1.185,nan,nan,nan
1773370840.334093,0.03119063377380371,513,511,1185.0,0.3318248698019851,0.32617599338365344,1.185,nan,nan,nan
1773370840.3879437,0.09784936904907227,548,512,1162.0,0.39674134640468,0.32188392158391377,1.162,nan,nan,nan
1773370840.5328038,0.09783697128295898,688,382,2747.0,1.6126667361848532,0.13438027790283316,2.747,nan,nan,nan
1773370840.61922,0.09781956672668457,573,514,1162.0,0.44771060305304594,0.3259614621157831,1.162,nan,nan,nan
1773376316.2674372,0.037204742431640625,75,462,1550.0,1550.0,-0.7571216295548423,0.2933867322247262,1.55,nan,nan,nan
1773376316.3235111,0.07052183151245117,75,462,1550.0,1550.0,-0.7571216295548423,0.2933867322247262,1.55,nan,nan,nan
1773376316.5585923,0.0704653263092041,75,462,1550.0,1550.0,-0.7571216295548423,0.2933867322247262,1.55,nan,nan,nan
1773376316.6145327,0.07045102119445801,75,462,1550.0,1550.0,-0.7571216295548423,0.2933867322247262,1.55,nan,nan,nan
1773376316.7453818,0.07043695449829102,75,462,1550.0,1550.0,-0.7571216295548423,0.2933867322247262,1.55,nan,nan,nan
1773376316.855865,0.07042360305786133,75,463,1550.0,1550.0,-0.7571216295548423,0.2961062622696476,1.55,nan,nan,nan
1773376317.0266995,0.07040810585021973,75,463,1550.0,1550.0,-0.7571216295548423,0.2961062622696476,1.55,nan,nan,nan
1773376317.2554188,0.07039523124694824,62,464,1550.0,1550.0,-0.7924755201388208,0.298825792314569,1.55,nan,nan,nan
1773376317.4042294,0.07036256790161133,144,370,3022.0,1760.2857142857142,-0.6467335782158309,0.04904947344046778,1.7602857142857142,nan,nan,nan
1773376317.5666482,0.07033872604370117,629,374,5494.0,2323.714285714286,1.1236253195745816,0.08105728330198297,2.323714285714286,nan,nan,nan
1773376317.7488098,0.0703272819519043,563,373,5494.0,2887.1428571428573,1.061740326648226,0.09564556329603743,2.8871428571428575,nan,nan,nan
1773376317.7843049,0.0703117847442627,496,372,5188.666666666667,3406.952380952381,0.8523986469407481,0.10688824732088918,3.406952380952381,nan,nan,nan
1773378183.2669098,0.005450248718261719,26,473,1474.0,1474.0,-0.846721328379569,0.3074493570629692,1.474,nan,nan,nan
1773378183.3224561,0.07210040092468262,26,474,1474.0,1474.0,-0.846721328379569,0.31003554240891384,1.474,nan,nan,nan
1773378183.37909,0.07208490371704102,25,473,1474.0,1474.0,-0.8493075137255137,0.3074493570629692,1.474,nan,nan,nan
1773378183.4357352,0.07207250595092773,26,473,1474.0,1474.0,-0.846721328379569,0.3074493570629692,1.474,nan,nan,nan
1773378183.4960036,0.0720529556274414,26,474,1474.0,1474.0,-0.846721328379569,0.31003554240891384,1.474,nan,nan,nan
1773378183.5573735,0.07204222679138184,25,473,1474.0,1474.0,-0.8493075137255137,0.3074493570629692,1.474,nan,nan,nan
1773378183.6129441,0.038693904876708984,26,472,1474.0,1474.0,-0.846721328379569,0.3048631717170246,1.474,nan,nan,nan
1773378183.6726902,0.03867983818054199,26,473,1474.0,1474.0,-0.846721328379569,0.3074493570629692,1.474,nan,nan,nan
1773378183.7283714,0.07199311256408691,25,473,1474.0,1474.0,-0.8493075137255137,0.3074493570629692,1.474,nan,nan,nan
1773378183.783109,0.03865694999694824,25,473,1474.0,1474.0,-0.8493075137255137,0.3074493570629692,1.474,nan,nan,nan
1773378183.8362947,0.07197189331054688,25,472,1474.0,1474.0,-0.8493075137255137,0.3048631717170246,1.474,nan,nan,nan
1773378183.8500767,0.07195782661437988,26,472,1474.0,1474.0,-0.846721328379569,0.3048631717170246,1.474,nan,nan,nan
1773378183.9052744,0.03860926628112793,25,473,1474.0,1474.0,-0.8493075137255137,0.3074493570629692,1.474,nan,nan,nan
1773378183.920112,0.07193231582641602,26,474,1474.0,1474.0,-0.846721328379569,0.31003554240891384,1.474,nan,nan,nan
1773378184.0045233,0.07191586494445801,25,474,1474.0,1474.0,-0.8493075137255137,0.31003554240891384,1.474,nan,nan,nan
1773378184.0953922,0.0718996524810791,25,473,1474.0,1474.0,-0.8493075137255137,0.3074493570629692,1.474,nan,nan,nan
1773378184.2268188,0.0718836784362793,37,471,1474.0,1474.0,-0.8182732895741781,0.30227698637107997,1.474,nan,nan,nan
